metro_area,city_name,zip_code,population,Total_QSRs,customer_satisfaction,residents_per_qsr
CA,Santa Barbara,93464,NA,0,NA,Inf
CA,Santa Barbara,93067,579,0,NA,Inf
IN,Indianapolis,46001,10185,0,NA,Inf
IN,Indianapolis,46011,17021,0,NA,Inf
IN,Indianapolis,46012,19306,0,NA,Inf
IN,Indianapolis,46013,17330,0,NA,Inf
IN,Indianapolis,46014,NA,0,NA,Inf
IN,Indianapolis,46015,NA,0,NA,Inf
IN,Indianapolis,46016,18300,0,NA,Inf
IN,Indianapolis,46017,5736,0,NA,Inf
IN,Indianapolis,46018,NA,0,NA,Inf
IN,Indianapolis,46030,2917,0,NA,Inf
IN,Indianapolis,46031,2290,0,NA,Inf
IN,Indianapolis,46032,47108,40,17.8875,1177.7
IN,Indianapolis,46033,38275,5,22.8,7655
IN,Indianapolis,46034,6845,0,NA,Inf
IN,Indianapolis,46036,11756,0,NA,Inf
IN,Indianapolis,46037,40798,6,10.166666666666666,6799.666666666667
IN,Indianapolis,46038,42003,40,23.7125,1050.075
IN,Indianapolis,46040,11525,1,-11,11525
IN,Indianapolis,46044,2983,0,NA,Inf
IN,Indianapolis,46048,2378,0,NA,Inf
IN,Indianapolis,46051,2864,0,NA,Inf
IN,Indianapolis,46052,21969,0,NA,Inf
IN,Indianapolis,46055,11445,1,-6,11445
IN,Indianapolis,46056,2304,0,NA,Inf
IN,Indianapolis,46060,39986,1,0,39986
IN,Indianapolis,46061,NA,0,NA,Inf
IN,Indianapolis,46062,34420,0,NA,Inf
IN,Indianapolis,46063,395,0,NA,Inf
IN,Indianapolis,46064,16856,0,NA,Inf
IN,Indianapolis,46069,7600,0,NA,Inf
IN,Indianapolis,46070,2360,0,NA,Inf
IN,Indianapolis,46071,3539,0,NA,Inf
IN,Indianapolis,46074,31580,0,NA,Inf
IN,Indianapolis,46075,5814,10,9.3,581.4
IN,Indianapolis,46077,27666,15,11.1,1844.4
IN,Indianapolis,46082,NA,0,NA,Inf
IN,Indianapolis,46085,NA,0,NA,Inf
IN,Indianapolis,46102,NA,0,NA,Inf
IN,Indianapolis,46103,299,0,NA,Inf
IN,Indianapolis,46106,6008,0,NA,Inf
IN,Indianapolis,46107,12644,0,NA,Inf
IN,Indianapolis,46110,509,0,NA,Inf
IN,Indianapolis,46111,210,0,NA,Inf
IN,Indianapolis,46112,36213,24,10.270833333333334,1508.875
IN,Indianapolis,46113,15663,11,4.409090909090909,1423.909090909091
IN,Indianapolis,46117,736,0,NA,Inf
IN,Indianapolis,46118,5196,0,NA,Inf
IN,Indianapolis,46121,5291,0,NA,Inf
IN,Indianapolis,46122,15963,1,12,15963
IN,Indianapolis,46123,34276,29,18.482758620689655,1181.9310344827586
IN,Indianapolis,46124,8376,0,NA,Inf
IN,Indianapolis,46125,40,0,NA,Inf
IN,Indianapolis,46126,5003,0,NA,Inf
IN,Indianapolis,46129,NA,0,NA,Inf
IN,Indianapolis,46130,2430,0,NA,Inf
IN,Indianapolis,46131,32088,0,NA,Inf
IN,Indianapolis,46140,39213,3,-7,13071
IN,Indianapolis,46142,30066,35,17.12857142857143,859.0285714285715
IN,Indianapolis,46143,55476,19,10.368421052631579,2919.7894736842104
IN,Indianapolis,46144,170,0,NA,Inf
IN,Indianapolis,46147,3225,0,NA,Inf
IN,Indianapolis,46149,2343,0,NA,Inf
IN,Indianapolis,46151,31601,0,NA,Inf
IN,Indianapolis,46154,NA,0,NA,Inf
IN,Indianapolis,46157,4169,0,NA,Inf
IN,Indianapolis,46158,22362,10,2.95,2236.2
IN,Indianapolis,46160,6514,0,NA,Inf
IN,Indianapolis,46161,2804,0,NA,Inf
IN,Indianapolis,46162,550,0,NA,Inf
IN,Indianapolis,46163,12266,2,2.5,6133
IN,Indianapolis,46164,4127,0,NA,Inf
IN,Indianapolis,46165,1418,0,NA,Inf
IN,Indianapolis,46166,1787,0,NA,Inf
IN,Indianapolis,46167,6264,0,NA,Inf
IN,Indianapolis,46168,33925,33,11.151515151515152,1028.030303030303
IN,Indianapolis,46176,27485,0,NA,Inf
IN,Indianapolis,46180,969,0,NA,Inf
IN,Indianapolis,46181,4647,0,NA,Inf
IN,Indianapolis,46182,1427,0,NA,Inf
IN,Indianapolis,46183,17,0,NA,Inf
IN,Indianapolis,46184,13281,6,1.1666666666666667,2213.5
IN,Indianapolis,46186,1851,0,NA,Inf
IN,Indianapolis,46201,29852,15,1.1333333333333333,1990.1333333333334
IN,Indianapolis,46202,19317,19,14.947368421052632,1016.6842105263158
IN,Indianapolis,46203,39250,27,10.574074074074074,1453.7037037037037
IN,Indianapolis,46204,7554,27,32.18518518518518,279.77777777777777
IN,Indianapolis,46205,28380,6,-10.5,4730
IN,Indianapolis,46206,NA,0,NA,Inf
IN,Indianapolis,46207,NA,0,NA,Inf
IN,Indianapolis,46208,23300,9,8.11111111111111,2588.8888888888887
IN,Indianapolis,46209,NA,0,NA,Inf
IN,Indianapolis,46211,NA,0,NA,Inf
IN,Indianapolis,46214,24190,10,7.95,2419
IN,Indianapolis,46216,2117,4,34.875,529.25
IN,Indianapolis,46217,33873,10,2.8,3387.3
IN,Indianapolis,46218,26757,8,-3.625,3344.625
IN,Indianapolis,46219,37284,27,5.222222222222222,1380.888888888889
IN,Indianapolis,46220,36503,28,26.5,1303.6785714285713
IN,Indianapolis,46221,26599,12,11.291666666666666,2216.5833333333335
IN,Indianapolis,46222,36508,8,-2.75,4563.5
IN,Indianapolis,46223,NA,0,NA,Inf
IN,Indianapolis,46224,36881,18,8.5,2048.9444444444443
IN,Indianapolis,46225,7282,10,17.5,728.2
IN,Indianapolis,46226,45468,23,1.3043478260869565,1976.8695652173913
IN,Indianapolis,46227,57023,41,20.085365853658537,1390.8048780487804
IN,Indianapolis,46228,15557,5,3.7,3111.4
IN,Indianapolis,46229,29000,23,11.195652173913043,1260.8695652173913
IN,Indianapolis,46230,NA,0,NA,Inf
IN,Indianapolis,46231,10257,2,39,5128.5
IN,Indianapolis,46234,28732,6,38.333333333333336,4788.666666666667
IN,Indianapolis,46235,32578,1,-9,32578
IN,Indianapolis,46236,28360,16,6.8125,1772.5
IN,Indianapolis,46237,39499,25,22.3,1579.96
IN,Indianapolis,46239,28426,7,-5,4060.8571428571427
IN,Indianapolis,46240,18793,26,36.80769230769231,722.8076923076923
IN,Indianapolis,46241,31610,24,4.229166666666667,1317.0833333333333
IN,Indianapolis,46242,NA,0,NA,Inf
IN,Indianapolis,46244,NA,0,NA,Inf
IN,Indianapolis,46247,NA,0,NA,Inf
IN,Indianapolis,46249,NA,0,NA,Inf
IN,Indianapolis,46250,18999,38,28.605263157894736,499.9736842105263
IN,Indianapolis,46251,NA,0,NA,Inf
IN,Indianapolis,46253,NA,0,NA,Inf
IN,Indianapolis,46254,40259,27,1.8518518518518519,1491.0740740740741
IN,Indianapolis,46255,NA,0,NA,Inf
IN,Indianapolis,46256,22835,8,8.375,2854.375
IN,Indianapolis,46259,11577,1,0,11577
IN,Indianapolis,46260,32798,9,28.61111111111111,3644.222222222222
IN,Indianapolis,46262,NA,0,NA,Inf
IN,Indianapolis,46266,NA,0,NA,Inf
IN,Indianapolis,46268,25457,39,23.243589743589745,652.7435897435897
IN,Indianapolis,46274,NA,0,NA,Inf
IN,Indianapolis,46275,NA,0,NA,Inf
IN,Indianapolis,46277,NA,0,NA,Inf
IN,Indianapolis,46278,8129,11,18.772727272727273,739
IN,Indianapolis,46280,7530,1,17,7530
IN,Indianapolis,46282,NA,0,NA,Inf
IN,Indianapolis,46283,NA,0,NA,Inf
IN,Indianapolis,46285,NA,0,NA,Inf
IN,Indianapolis,46290,213,0,NA,Inf
IN,Indianapolis,46291,NA,0,NA,Inf
IN,Indianapolis,46295,NA,0,NA,Inf
IN,Indianapolis,46296,NA,0,NA,Inf
IN,Indianapolis,46298,NA,0,NA,Inf
IN,Indianapolis,47234,1765,0,NA,Inf
LA,New Orleans,70001,39745,14,19.821428571428573,2838.9285714285716
LA,New Orleans,70002,20437,28,19.642857142857142,729.8928571428571
LA,New Orleans,70003,41056,17,1.6176470588235294,2415.0588235294117
LA,New Orleans,70004,NA,0,NA,Inf
LA,New Orleans,70005,25767,15,11.133333333333333,1717.8
LA,New Orleans,70006,16531,12,34.583333333333336,1377.5833333333333
LA,New Orleans,70009,NA,0,NA,Inf
LA,New Orleans,70010,NA,0,NA,Inf
LA,New Orleans,70011,NA,0,NA,Inf
LA,New Orleans,70030,4019,0,NA,Inf
LA,New Orleans,70031,1361,0,NA,Inf
LA,New Orleans,70032,4319,0,NA,Inf
LA,New Orleans,70033,NA,0,NA,Inf
LA,New Orleans,70036,1146,0,NA,Inf
LA,New Orleans,70037,15966,5,-3.9,3193.2
LA,New Orleans,70038,266,0,NA,Inf
LA,New Orleans,70039,2388,0,NA,Inf
LA,New Orleans,70040,1145,0,NA,Inf
LA,New Orleans,70041,2682,0,NA,Inf
LA,New Orleans,70043,22907,10,-0.6,2290.7
LA,New Orleans,70044,NA,0,NA,Inf
LA,New Orleans,70047,12109,0,NA,Inf
LA,New Orleans,70049,2315,0,NA,Inf
LA,New Orleans,70050,66,0,NA,Inf
LA,New Orleans,70051,2059,0,NA,Inf
LA,New Orleans,70052,3757,0,NA,Inf
LA,New Orleans,70053,16316,12,4.708333333333333,1359.6666666666667
LA,New Orleans,70054,NA,0,NA,Inf
LA,New Orleans,70055,NA,0,NA,Inf
LA,New Orleans,70056,40505,17,0.5294117647058824,2382.6470588235293
LA,New Orleans,70057,4840,0,NA,Inf
LA,New Orleans,70058,38695,24,11.979166666666666,1612.2916666666667
LA,New Orleans,70059,NA,0,NA,Inf
LA,New Orleans,70060,NA,0,NA,Inf
LA,New Orleans,70062,16583,18,3.2222222222222223,921.2777777777778
LA,New Orleans,70063,NA,0,NA,Inf
LA,New Orleans,70064,NA,0,NA,Inf
LA,New Orleans,70065,52046,22,5.7272727272727275,2365.7272727272725
LA,New Orleans,70067,2669,0,NA,Inf
LA,New Orleans,70068,33353,0,NA,Inf
LA,New Orleans,70069,NA,0,NA,Inf
LA,New Orleans,70070,13298,0,NA,Inf
LA,New Orleans,70071,3415,0,NA,Inf
LA,New Orleans,70072,55586,21,6.4523809523809526,2646.9523809523807
LA,New Orleans,70073,NA,0,NA,Inf
LA,New Orleans,70075,5574,1,-5,5574
LA,New Orleans,70076,166,0,NA,Inf
LA,New Orleans,70078,NA,0,NA,Inf
LA,New Orleans,70079,3144,0,NA,Inf
LA,New Orleans,70080,1713,0,NA,Inf
LA,New Orleans,70081,NA,0,NA,Inf
LA,New Orleans,70082,419,0,NA,Inf
LA,New Orleans,70083,2489,0,NA,Inf
LA,New Orleans,70084,7050,0,NA,Inf
LA,New Orleans,70085,4878,0,NA,Inf
LA,New Orleans,70086,2077,0,NA,Inf
LA,New Orleans,70087,8123,1,-5.5,8123
LA,New Orleans,70090,7102,0,NA,Inf
LA,New Orleans,70091,361,0,NA,Inf
LA,New Orleans,70092,7389,0,NA,Inf
LA,New Orleans,70093,NA,0,NA,Inf
LA,New Orleans,70094,30604,10,-1.6,3060.4
LA,New Orleans,70096,NA,0,NA,Inf
LA,New Orleans,70097,NA,0,NA,Inf
LA,New Orleans,70112,2553,6,14.416666666666666,425.5
LA,New Orleans,70113,8276,4,5.5,2069
LA,New Orleans,70114,25202,11,0.5,2291.090909090909
LA,New Orleans,70115,33789,11,11.227272727272727,3071.7272727272725
LA,New Orleans,70116,11737,0,NA,Inf
LA,New Orleans,70117,26468,7,-3.142857142857143,3781.1428571428573
LA,New Orleans,70118,35662,14,12.607142857142858,2547.285714285714
LA,New Orleans,70119,37851,19,10.605263157894736,1992.157894736842
LA,New Orleans,70121,11503,10,12.75,1150.3
LA,New Orleans,70122,37369,11,0.4090909090909091,3397.181818181818
LA,New Orleans,70123,27089,13,27.884615384615383,2083.769230769231
LA,New Orleans,70124,20516,3,19.166666666666668,6838.666666666667
LA,New Orleans,70125,17739,12,38.791666666666664,1478.25
LA,New Orleans,70126,26574,11,-0.8636363636363636,2415.818181818182
LA,New Orleans,70127,25239,5,4.9,5047.8
LA,New Orleans,70128,20014,6,-5.833333333333333,3335.6666666666665
LA,New Orleans,70129,10531,0,NA,Inf
LA,New Orleans,70130,14286,28,7.678571428571429,510.2142857142857
LA,New Orleans,70131,34376,5,7,6875.2
LA,New Orleans,70139,NA,0,NA,Inf
LA,New Orleans,70140,NA,0,NA,Inf
LA,New Orleans,70141,NA,0,NA,Inf
LA,New Orleans,70142,NA,0,NA,Inf
LA,New Orleans,70143,NA,0,NA,Inf
LA,New Orleans,70145,NA,0,NA,Inf
LA,New Orleans,70146,NA,0,NA,Inf
LA,New Orleans,70148,NA,0,NA,Inf
LA,New Orleans,70149,NA,0,NA,Inf
LA,New Orleans,70150,NA,0,NA,Inf
LA,New Orleans,70151,NA,0,NA,Inf
LA,New Orleans,70152,NA,0,NA,Inf
LA,New Orleans,70153,NA,0,NA,Inf
LA,New Orleans,70154,NA,0,NA,Inf
LA,New Orleans,70156,NA,0,NA,Inf
LA,New Orleans,70157,NA,0,NA,Inf
LA,New Orleans,70158,NA,0,NA,Inf
LA,New Orleans,70159,NA,0,NA,Inf
LA,New Orleans,70160,NA,0,NA,Inf
LA,New Orleans,70161,NA,0,NA,Inf
LA,New Orleans,70162,NA,0,NA,Inf
LA,New Orleans,70163,NA,0,NA,Inf
LA,New Orleans,70164,NA,0,NA,Inf
LA,New Orleans,70165,NA,0,NA,Inf
LA,New Orleans,70166,NA,0,NA,Inf
LA,New Orleans,70167,NA,0,NA,Inf
LA,New Orleans,70170,NA,0,NA,Inf
LA,New Orleans,70172,NA,0,NA,Inf
LA,New Orleans,70174,NA,0,NA,Inf
LA,New Orleans,70175,NA,0,NA,Inf
LA,New Orleans,70176,NA,0,NA,Inf
LA,New Orleans,70177,NA,0,NA,Inf
LA,New Orleans,70178,NA,0,NA,Inf
LA,New Orleans,70179,NA,0,NA,Inf
LA,New Orleans,70181,NA,0,NA,Inf
LA,New Orleans,70182,NA,0,NA,Inf
LA,New Orleans,70183,NA,0,NA,Inf
LA,New Orleans,70184,NA,0,NA,Inf
LA,New Orleans,70185,NA,0,NA,Inf
LA,New Orleans,70186,NA,0,NA,Inf
LA,New Orleans,70187,NA,0,NA,Inf
LA,New Orleans,70189,NA,0,NA,Inf
LA,New Orleans,70190,NA,0,NA,Inf
LA,New Orleans,70195,NA,0,NA,Inf
LA,New Orleans,70358,760,0,NA,Inf
LA,New Orleans,70420,8386,0,NA,Inf
LA,New Orleans,70431,5703,0,NA,Inf
LA,New Orleans,70433,37173,0,NA,Inf
LA,New Orleans,70434,NA,0,NA,Inf
LA,New Orleans,70435,18417,0,NA,Inf
LA,New Orleans,70437,8701,0,NA,Inf
LA,New Orleans,70445,10341,0,NA,Inf
LA,New Orleans,70447,12890,0,NA,Inf
LA,New Orleans,70448,25344,0,NA,Inf
LA,New Orleans,70452,12678,0,NA,Inf
LA,New Orleans,70457,NA,0,NA,Inf
LA,New Orleans,70458,37128,0,NA,Inf
LA,New Orleans,70459,NA,0,NA,Inf
LA,New Orleans,70460,22815,0,NA,Inf
LA,New Orleans,70461,27953,0,NA,Inf
LA,New Orleans,70463,219,0,NA,Inf
LA,New Orleans,70464,608,0,NA,Inf
LA,New Orleans,70469,NA,0,NA,Inf
LA,New Orleans,70470,NA,0,NA,Inf
LA,New Orleans,70471,21259,0,NA,Inf
LA,New Orleans,70723,1408,0,NA,Inf
LA,New Orleans,70743,121,0,NA,Inf
LA,New Orleans,70763,4391,0,NA,Inf
LA,New Orleans,70792,NA,0,NA,Inf
